poem_id,poet_name,poem,translation,notes,meaning,poet_name_e,title,title_e
11.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"ஐவேறு உருவின் செய்வினை முற்றிய
முடியொடு விளங்கிய முரண்மிகு திருமணி
மின் உறழ் இமைப்பின் சென்னிப் பொற்ப
நகை தாழ்பு துயல்வரூஉம் வகை அமை பொலங்குழை
சேண் விளங்கு இயற்கை வாள் மதி கவைஇ
அகலா மீனின் அவிர்வன இமைப்ப
தா இல் கொள்கைத் தம் தொழில் முடிமார்
மனன் நேர்பு எழுதரு வாள் நிற முகனே    
மா இருள் ஞாலம் மறு இன்றி விளங்க
பல் கதிர் விரிந்தன்று ஒரு முகம் ஒரு முகம்
ஆர்வலர் ஏத்த அமர்ந்து இனிது ஒழுகி
காதலின் உவந்து வரம் கொடுத்தன்றே ஒரு முகம்
மந்திர விதியின் மரபுளி வழாஅ
அந்தணர் வேள்வி ஓர்க்கும்மே ஒரு முகம்
எஞ்சிய பொருள்களை ஏமுற நாடி
திங்கள் போலத்திசை விளக்கும்மே ஒரு முகம்
செறுநர்த் தேய்த்துச் செல் சமம் முருக்கி
கறுவு கொள் நெஞ்சமொடு களம் வேட்டன்றே ஒரு முகம்  
குறவர் மடமகள் கொடிபோல் நுசுப்பின்
மடவரல் வள்ளியொடு நகை அமர்ந்தன்றே
ஆங்கு அம்மூ இரு முகனும் முறை நவின்று ஒழுகலின்  – 
","The lovely crown on his splendid head bears five
different shapes and it is bright with many kinds
of gems that glitter like lightning flashes.  The gold
earrings on his ears display excellent craftsmanship
and they sway, dazzling like the permanent stars that
surround the bright moon that gleams even at a
distance.
The radiant faces of Murukan shine brilliantly in
the hearts of those with faultless principles.  One
face spreads many beams of light to make the huge,
dark earth glow and flourish without faults.  One
face showers boons with love on devotees who praise
him.  One face listens to Brahmins who follow ancient
tradition and chant Vedas.  One face brightens
directions like the moon, examining the contents of
the scriptures that are difficult to comprehend,
with protection.  One face destroys enemies in battles
with rage and performs rituals in the battlefield.
One face is blissful in the company of the daughter
of a mountain dweller, Valli with vine-like waist.
Thus the six faces perform their duties.
","களவேள்வி – புறநானூறு 26 – மன்னிய வேள்வி முற்றிய வாய்வாள் வேந்தே, புறநானூறு 372 – புலவுக் களம் பொலிய வேட்டோய், மதுரைக்காஞ்சி 128-130 – களம்வேட்ட அடு திறல் உயர் புகழ் வேந்தே, திருமுருகாற்றுப்படை 100 – களம் வேட்டன்றே ஒரு முகம்.  பொற்பு – பொற்பே பொலிவு (தொல்காப்பியம், உரியியல் 39).  ஐவேறு உருவின் (83) – பொ. வே. சோமசுந்தரனார் உரை – தாமம், முகடம், பதுமம், கிம்புரி, கோடகம் என்னும் ஐந்து வகையாகச் செய்யப்படும் தொழிற்திறம் முற்றிய தலையணிகலன் என்றவாறு.","ஐவேறு உருவின் – in five different shapes for the 5 additional faces (Murukan has a head with 5 different faces), செய்வினை முற்றிய முடியொடு – with a crown with perfection in work, விளங்கிய முரண் மிகு திருமணி –  bright differing beautiful gems, மின் உறழ் இமைப்பின் – glittering like lightning (உறழ் – உவம உருபு), சென்னிப் பொற்ப – head is splendid, நகை தாழ்பு  துயல்வரூஉம் வகை – bright hanging variety of jewels (வரூஉம் – இன்னிசை அளபெடை), அமை பொலங்குழை – perfect golden earrings, சேண் விளங்கு இயற்கை வாள் மதி கவைஇ – surrounding the bright moon which shines even at a distance (கவைஇ – சொல்லிசை அளபெடை), அகலா மீனின் அவிர்வன இமைப்ப – they glitter like stars which do not go away (மீனின் – இன் ஐந்தாம் வேற்றுமை உருபு, ஒப்புப் பொருளில் வந்தது), தா இல் கொள்கைத் தம் தொழில் முடிமார் – those who finish their business with faultless principles, மனன் நேர்பு எழுதரு – that appears in their hearts (மனன் – மனம் என்பதன் போலி), வாள் நிற முகனே – one with a bright face (முகன் – முகம் என்பதன் போலி), மா இருள் ஞாலம் – the huge dark world, மறு இன்றி விளங்க – to flourish without fault, பல் கதிர் விரிந்தன்று ஒரு முகம் – one face spreads many beams of light, ஒரு முகம் ஆர்வலர் ஏத்த அமர்ந்து இனிது ஒழுகி காதலின் உவந்து வரம் கொடுத்தன்றே – one face as devotees praise gives them happily boons with love, ஒரு முகம் மந்திர விதியின் மரபுளி வழாஅ அந்தணர் வேள்வி ஓர்க்கும்மே – one face listens to the Vedas chanted by Brahmins who follow tradition and chant in a faultless manner (வழாஅ – இசை நிறை அளபெடை, ஓர்க்கும்மே – ஒர்க்கும் + ஏ, ஏகாரம் அசை), ஒரு முகம் எஞ்சிய பொருள்களை ஏம் உற நாடி திங்கள் போலத் திசை விளக்கும்மே – one face brightens directions like the moon examining the contents of the scriptures that are difficult to comprehend with protection (ஏம் – காவல், ஏமம் என்பதன் கடைக்குறை), ஒரு முகம் செறுநர்த் தேய்த்துச் செல் சமம் முருக்கி கறுவு கொள் நெஞ்சமொடு களம் வேட்டன்றே – one face ruins enemies in victorious battles with rage and performs rituals in the battlefield, ஒரு முகம் குறவர் மடமகள் கொடி போல் நுசுப்பின் மடவரல் வள்ளியொடு நகை அமர்ந்தன்றே – one face is blissful in the company of Valli with a vine-like waist who is the daughter of a mountain dweller, ஆங்கு அம்மூ இரு முகனும் – there the six faces, முறை நவின்று ஒழுகலின் – since they perform their duties (முகன் – முகம் என்பதன் போலி)",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா ஆறுமுகங்களின் இயல்புகள்
","Paadaan Thinai aatrupadai Nature of the Six Faces
"
12.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"ஆரம் தாழ்ந்த அம் பகட்டு மார்பின்
செம்பொறி வாங்கிய மொய்ம்பின் சுடர் விடுபு
வண் புகழ் நிறைந்து வசிந்து வாங்கு நிமிர் தோள்
விண் செலல் மரபின் ஐயர்க்கு ஏந்தியது
ஒரு கை உக்கம் சேர்த்தியது ஒரு கை
நலம் பெறு கலிங்கத்துக் குறங்கின் மிசை அசைஇயது ஒரு கை
அங்குசம் கடாவ ஒரு  கை இரு கை    
ஐ இரு வட்டமொடு எஃகு வலம் திரிப்ப ஒரு கை
மார்பொடு விளங்க ஒரு கை
தாரொடு பொலிய ஒரு கை
கீழ் வீழ் தொடியொடு மீமிசைக் கொட்ப ஒரு கை
பாடுஇன் படுமணி இரட்ட ஒருகை
நீல் நிற விசும்பின் மலி துளி பொழிய ஒரு கை
வானர மகளிர்க்கு வதுவை சூட்ட
ஆங்கு அப் பன்னிரு கையும் பாற்பட இயற்றி  – 
","His handsome, large chest adorned with gold
Garlands has three red lines that reach his curved,
straight, ray-emitting arms of great fame that split
the bodies of enemies.
One lifted arm is protecting great men who have the
tradition of going to the upper world.  One arm rests
on his waist.  One arm rests on his thigh with fine
clothes.  One arm carries an elephant goad.  One arm
holds a lovely, dark shield and the other one whirls
a spear.  One arm placed on his chest glows.  One arm
shines amidst his garlands.  One arm whirls with his
bracelets that move down.  One arm rings a sweet
sounding bell.  One arm causes heavy rains to fall
from the blue sky.  One arm places marriage
garlands on celestial women.  Thus the twelve arms
perform their duties corresponding to the faces.
","ஒரு கை வானர மகளிர்க்கு வதுவை சூட்ட (117):   நச்சினார்க்கினியர் உரை – வள்ளியோடு நகையமர்ந்த முகம் உலகிற்கு இல்வாழ்க்கை நிகழ்த்துவித்தலாகலின், அவ்வில்வாழ்க்கை நிகழ்த்துவதற்கு மழையை பெய்வித்தது ஒருகை; ஒருகை தெய்வ மகளிர்க்கு மணமாலையைச் சூட்ட, பொ. வே. சோமசுந்தரனார் உரை – இத் திருக்கையின் செயல் உலகின்கண் இல்லறம் நிகழ வேண்டி குறவர் மடமகளோடு நகையமர்ந்த திருமுகத்தின் செயலுக்குப் பொருந்துமாறு உணர்க.","ஆரம் தாழ்ந்த அம் பகட்டு மார்பின் – on the beautiful large chest with gold garlands/pearl strands/sandal garland hanging, செம்பொறி வாங்கிய – have the three lines/signs, மொய்ம்பின் – with great strength, சுடர் விடுபு – emits rays (விடுபு – விட்டு, செய்பு என்னும் வினையெச்சம்), வண் புகழ் நிறைந்து – with great fame, வசிந்து – split (bodies of enemies) வாங்கு நிமிர் தோள் – curved erect arms, curved erect shoulders, விண் செலல் மரபின் ஐயர்க்கு ஏந்தியது ஒரு கை – one lifted hand is protecting great men who go to the upper world, உக்கம் சேர்த்தியது ஒரு கை – one hand is placed on the waist,  நலம்பெறு கலிங்கத்துக் குறங்கின் மிசை அசைஇயது ஒரு கை – one hand is on the thigh with fine clothes (அசைஇயது – சொல்லிசை அளபெடை), அங்குசம் கடாவ ஒரு கை – one hand carries the elephant goad, இரு கை ஐ இரு வட்டமொடு எஃகு வலம் திரிப்ப – of the two hands – one holds a lovely dark shield and the other one whirls a spear, ஒரு கை மார்பொடு விளங்க  – one hand glows on his chest, ஒரு கை தாரொடு பொலிய – one hand shines with his garlands, one hand is beautiful with his garlands, ஒரு கை கீழ் வீழ் தொடியொடு மீமிசைக் கொட்ப – one hand has whirling low hanging bracelets on it (மீமிசை – ஒருபொருட் பன்மொழி), ஒரு கை பாடு இன் படு மணி இரட்ட – one hand rings a sweet sounding bell, ஒரு கை நீல் நிற விசும்பின் மலி துளி பொழிய – one hand causes heavy rains to fall from the blue heavens (நீல் – கடைக்குறை, poetical license which consists in the shortening of a word by elision of one or more letters in the end), ஒரு கை வானர மகளிர்க்கு வதுவை சூட்ட – one hand places marriage garlands on celestial women, ஆங்கு அப் பன்னிரு கையும் பாற்பட இயற்றி – thus the 12 hands did their work corresponding to the faces",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா பன்னிரு கைகளின் தொழில்கள்
","Paadaan Thinai aatrupadai Nature of his Twelve Arms
"
13.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"அந்தரப் பல்லியம் கறங்க திண்காழ்
வயிர் எழுந்து இசைப்ப வால் வளை ஞரல    
உரந்தலைக் கொண்ட உரும்இடி முரசமொடு
பல்பொறி மஞ்ஞை வெல் கொடி அகவ
விசும்பு ஆறு ஆக விரை செலல் முன்னி
உலகம் புகழ்ந்த ஓங்கு உயர் விழுச்சீர்
அலைவாய்ச் சேறலும் நிலைஇய பண்பே அதாஅன்று  – 
","Celestial musical instruments are played.
Solid wood vayir horns blow, white conch shells
blare, drums roar like thunderbolts, and peacocks
with many spots screech from his victory banners.
Through the sky as his path, Murukan makes his
journey to Alaivāy of great fame.  That is his
established nature.  He is not just there.
",அந்தரப் பல்லியம் கறங்க (119) – பொ. வே. சோமசுந்தரனார் உரை – தேவத்தும்பி முழங்கவும்.,"அந்தரப் பல் இயம் கறங்க – celestial musical instruments are played, திண் காழ் வயிர் எழுந்து இசைப்ப – solid wood vayir horns are blown, வால் வளை ஞரல – white conch shells blare,  உரந்தலைக் கொண்ட உரும் இடி முரசமொடு – along with drums with the loud sounds of powerful thunder, பல் பொறி மஞ்ஞை வெல் கொடி அகவ – peacocks with many spots screech from victory banners, விசும்பு ஆறு ஆக – through the sky as a path, விரை செலல் முன்னி – considering to go fast, உலகம் புகழ்ந்த – praised by the world, ஓங்கு உயர் விழுச்சீர் – with lofty great fame (ஓங்கு உயர் – ஒருபொருட் பன்மொழி), அலைவாய்ச் சேறலும் – to reach Alaivāy, நிலைஇய பண்பே – that is his established nature (நிலைஇய – சொல்லிசை அளபெடை), அதாஅன்று – not just there (அது அன்று என்பன அதான்று எனப்புணர்ந்து வருமொழி முதல் அளபெடுத்து அதாஅன்று என்றாயிற்று.  அதாஅன்று அஃதன்றியும் என்னும் பொருட்டு, இசைநிறை அளபெடை)",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா அலைவாயில் ஆறுமுகன்
","Paadaan Thinai aatrupadai Murukan in Alaivāy
"
14.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"சீரை தைஇய உடுக்கையர் சீரொடு
வலம்புரி புரையும் வால் நரை முடியினர்
மாசு அற இமைக்கும் உருவினர் மானின்
உரிவை தைஇய ஊன் கெடு மார்பின்
என்பு எழுந்து இயங்கும் யாக்கையர் நன்பகல்   
பல உடன் கழிந்த உண்டியர் இகலொடு
செற்றம் நீக்கிய மனத்தினர் யாவதும்
கற்றோர் அறியா அறிவினர் கற்றோர்க்குத்
தாம் வரம்பு ஆகிய தலைமையர் காமமொடு
கடுஞ்சினம் கடிந்த காட்சியர் இடும்பை
யாவதும் அறியா இயல்பினர் மேவரத்
துனி இல் காட்சி முனிவர் முற்புக  – 
","Intelligent sages who wear tree bark clothing
march in front, their hair beautiful and white
right-whorled conch shells, bodies shining in
purity covered with deer hide, flesh reduced
with ribs sticking out, they fast for many days.
Their minds not clouded with hatred,
they know even what the well-learned do not
know.  Their leadership is the limit for the learned.
They have removed great rage and desire from
their minds and they do not know pain.
",Not available,"சீரை தைஇய உடுக்கையர் – those wearing tree bark clothing (தைஇய – சொல்லிசை அளபெடை), சீரொடு – beautifully, வலம்புரி புரையும் – like the right-whorled conch shells (புரை – உவம உருபு, a comparison word), வால் நரை முடியினர் – those with white hair, மாசு அற இமைக்கும் உருவினர் – those whose bodies shine with purity, மானின் உரிவை தைஇய – clothed in deer hide (தைஇய – சொல்லிசை அளபெடை), ஊன் கெடு மார்பின் என்பு எழுந்து இயங்கும் யாக்கையர் – those with bodies with ruined flesh with ribs rising up on their chests, நன்பகல் பல உடன் கழிந்த உண்டியர் – those who do not eat for many days eating only now and then, இகலொடு செற்றம் நீக்கிய மனத்தினர் – those differing and with anger removed from them, those differing and with hatred removed from them, யாவதும் கற்றோர் அறியா அறிவினர் – intelligent people who know even what the well learned do not know, கற்றோர்க்குத் தாம் வரம்பு ஆகிய தலைமையர் – those whose leadership is the limit for the learned, காமமொடு கடுஞ்சினம் கடிந்த காட்சியர் – intelligent people who have removed great rage along with desire (காட்சியர் – அறிவுடையோர்), இடும்பை யாவதும் அறியா இயல்பினர் – those who do not know even a little bit of pain, மேவரத் துனி இல் காட்சி முனிவர் முற்புக  – sages with intelligence and nature without hatred leading in the front (காட்சி முனிவர் – அறிவிவினையுடைய முனிவர்கள்)",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா திருவாவினன்குடி (பழனி) முன் செல்லும் முனிவர்கள்
","Paadaan Thinai aatrupadai Thiruvāvinankudi (Palani) Sages
"
15.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"புகை முகந்தன்ன மாசு இல் தூஉடை
முகை வாய் அவிழ்ந்த தகை சூழ் ஆகத்து
செவி நேர்பு வைத்த செய்வுறு திவவின்    
நல்யாழ் நவின்ற நயனுடை நெஞ்சின்
மென்மொழி மேவலர் இன் நரம்பு உளர 
","Celestials follow them, in their faultless
pure clothing that appear like they had
absorbed smoke, their noble chests donning garlands
with newly opened blossoms, their hearts kind, and
their words delicate because of the music of lutes they
play whose strings have been tuned listening to their
tones with sharp ears.
",Not available,"புகை முகந்தன்ன – like they had absorbed smoke, மாசு இல் தூஉடை – faultless pure clothing, முகை வாய் அவிழ்ந்த – buds opened their petal tips and blossomed, தகை சூழ் ஆகத்து – with beautiful chests with garlands, with esteemed chests with garlands, செவி நேர்பு வைத்த செய்வுறு திவவின் நல் யாழ் நவின்ற நயனுடை நெஞ்சின் – with kind hearts used to playing fine lutes with tied frets and listening to them with their sharp ears, மென்மொழி மேவலர் இன் நரம்பு உளர – celestials with delicate/kind words because of the music of the lute",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா மேவலர்
","Paadaan Thinai aatrupadai Celestials
"
16.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"நோய் இன்று இயன்ற யாக்கையர் மாவின்
அவிர் தளிர் புரையும் மேனியர் அவிர்தொறும்
பொன் உரை கடுக்கும் திதலையர் இன்நகைப்
பருமம் தாங்கிய பணிந்து ஏந்து அல்குல்
மாசு இல் மகளிரொடு மறு இன்றி விளங்க  – 
","They are followed by their faultless women
wearing waist ornaments,
who shine with skins like bright mango tree
sprouts, bodies like touchstones on which
gold is rubbed, and loins that are lowered
and raised to perfection.
",பணிந்து ஏந்து அல்குல் (146) – பொ. வே. சோமசுந்தரனார் உரை – தாழ வேண்டியவிடம் தாழ்ந்து உயர வேண்டியவிடம் உயர்ந்த அல்குல்.,"நோய் இன்று இயன்ற யாக்கையர் – those with bodies without diseases, மாவின் அவிர் தளிர் புரையும் மேனியர் – those with bodies like the bright sprouts of mango trees, அவிர்தொறும் பொன் உரை கடுக்கும் – bright like touchstones that are rubbed with gold, திதலையர் – women with bodies with pallor, இன்நகைப் பருமம் தாங்கிய – bearing beautiful waist ornaments, பணிந்து – lowered, ஏந்து – raised, அல்குல் – loins, மாசு இல் மகளிரொடு மறு இன்றி விளங்க – shine with their women with no fault",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா பாடும் மகளிர்
","Paadaan Thinai aatrupadai Female Musicians
"
17.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"கடுவொடு ஒடுங்கிய தூம்புடை வால் எயிற்று
அழல் என உயிர்க்கும் அஞ்சுவரு கடுந்திறல்
பாம்புபடப் புடைக்கும் பல்வரிக் கொடுஞ்சிறைப்   
புள் அணி நீள் கொடிச் செல்வனும் வெள் ஏறு
வலம்வயின் உயரிய பலர் புகழ் திணி தோள்
உமைஅமர்ந்து விளங்கும் இமையா முக்கண்
மூ எயில் முருக்கிய முரண்மிகு செல்வனும்
நூற்றுப் பத்து அடுக்கிய நாட்டத்து நூறு பல்
வேள்வி முற்றிய வென்று அடு கொற்றத்து
ஈர் இரண்டு ஏந்திய மருப்பின் எழில் நடை
தாழ் பெருந்தடக்கை உயர்த்த யானை
எருத்தம் ஏறிய திருக்கிளர் செல்வனும்  – 
","They are followed by Thirumal with his long
banner with the emblem of the bird garudan,
with many stripes on his curved wings, who
attacks and kills fierce snakes hissing like flame
that hide poison in their hollow, white fangs.
He is followed by powerful Sivan with three
unblinking eyes, destroyer of three fortresses,
who holds on his sturdy right arm praised by
many, a flag with white bull emblem.  He shines
with his consort Umai.
He is followed by prosperous Indiran who has
a thousand eyes, who has won victories over
enemies he vanquished by offering a hundred
sacrifices, who rides on the neck of his tall
elephant Airavatham with four raised tusks,
low hanging huge trunk and beautiful gait.
நாற்பெருந் தெய்வத்து நல்நகர் நிலைஇய . . .160
உலகம் காக்கும் ஒன்று புரி கொள்கைப்
பலர் புகழ் மூவரும் தலைவர் ஆக
ஏமுறு ஞாலம் தன்னில் தோன்றி
தாமரை பயந்த தா இல் ஊழி
நான்முக ஒருவற் சுட்டி காண்வர
பகலில் தோன்றும் இகல் இல் காட்சி
நால்வேறு இயற்கைப் பதினொரு மூவரொடு
ஒன்பதிற்று இரட்டி உயர்நிலை பெறீஇயர் (160 – 168)
Among the four Gods desiring the same
Principle of protecting the stable earth with
fine cities, only three praised by many have
appeared in this world. They pray to elevate
him to his high place, the faultless, four-faced
Brahman who rose from the navel lotus.
They are followed by thirty-three celestials of
four different categories, who do not differ in
their wisdom even though they appear to be
different since they are separated, and eighteen
deities presiding over the elements who attained
greatness.
",ஒன்பதிற்று இரட்டி (வரி 168) – பொ. வே. சோமசுந்தரனார் உரை – ஒன்பதிற்று இரட்டி என்றது பதினெண்கணங்களை.,"நாற்பெருந்தெய்வத்து – of the four great Gods (Brahman, Thirumal, Rudran, Indiran), நல் நகர் நிலைஇய உலகம் காக்கும் – protect the stable world with fine cities (நிலைஇய – சொல்லிசை அளபெடை), ஒன்று புரி – desiring the one matter (protection), கொள்கை – principle, பலர் புகழ் – praised by many, மூவரும் – the three Gods (Thirumal, Rudran, Indiran), தலைவர் ஆக – as leaders, ஏம் உறு ஞாலம் தன்னில் – in this world they protect (ஏம் உறு – ஏமம் என்பதன் கடைக்குறை), தோன்றி – appeared, தாமரை பயந்த – yielded by a lotus flower, தா இல் – faultless, perfect, ஊழி நான்முக ஒருவற் சுட்டி – to elevate the four-faced one/Brahman to his position, காண்வர – beautifully, பகலில் தோன்றும் – appearing to be parts (பகலில் – பகுத்து), இகல் இல் – not differing, காட்சி – intelligence, நால் வேறு இயற்கை – 4 different categories, பதினொரு மூவரொடு – with 33 celestials, ஒன்பதிற்று இரட்டி உயர்நிலை பெறீஇயர் – the 18 deities who preside over the elements who attained greatness (பெறீஇயர் – சொல்லிசை அளபெடை)",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா திருமால்  சிவன்  இந்திரன்
","Paadaan Thinai aatrupadai Four Gods and Celestials
"
19.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"மீன் பூத்தன்ன தோன்றலர் மீன் சேர்பு
வளி கிளர்ந்தன்ன செலவினர் வளியிடைத்   
தீ எழுந்தன்ன திறலினர் தீப்பட
உரும் இடித்தன்ன குரலினர் விழுமிய
உறுகுறை மருங்கில் தம் பெறுமுறை கொண்மார்
அந்தரக் கொட்பினர் வந்து உடன் காண  – 
","They resemble emerging stars seen together,
their swiftness like that of the wind, their voices
like the roars of thunder with lightning flashes,
and their might like fire that appears with winds.
They have come down from their celestial abode
to regain their former status through the graces
of lord Murukan, when they are distressed.
",Not available,"மீன் பூத்தன்ன தோன்றலர் – they resemble the stars that appear, மீன் சேர்பு – stars together, வளி கிளர்ந்தன்ன – like winds that rise, செலவினர் – those who go, வளியிடைத் தீ எழுந்தன்ன திறலினர் – those with strength like the fire that rises with winds, தீப்பட உரும் இடித்தன்ன குரலினர் – those with voices like thunder that roars when there is lightning (தீ – மின்னலுக்கு ஆகுபெயர்), விழுமிய – with sorrow, உறுகுறை மருங்கில் தம் பெறுமுறை கொண்மார் –  to request and regain their former status (from Murukan), அந்தரக் கொட்பினர் வந்து உடன் காண – those who roam in the sky come and stand to be seen together",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா நான்கு தெய்வங்களும் தேவர்களும்
","Paadaan Thinai aatrupadai Four Gods and Celestials
"
20.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"தா இல் கொள்கை மடந்தையொடு சில நாள்
ஆவினன்குடி அசைதலும் உரியன் அதாஅன்று  – 
","He is in Tiruvāvinankudi, with a woman
with faultless principles.  He is not just there.
",Not available,"தா இல் கொள்கை மடந்தையொடு – with the woman with faultless principles (தா – குற்றம்), சில நாள் ஆவினன்குடி அசைதலும் உரியன் – he is in Tiruvāvinankudi (பழனி), அதாஅன்று – not just there (அது அன்று என்பன அதான்று எனப்புணர்ந்து வருமொழி முதல் அளபெடுத்து அதாஅன்று என்றாயிற்று.  அதாஅன்று அஃதன்றியும் என்னும் பொருட்டு, இசைநிறை அளபெடை)",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா முருகன் மடந்தையோடு
","Paadaan Thinai aatrupadai Murukan with his consort
"
21.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"இருமூன்று எய்திய இயல்பினின் வழாஅது
இருவர்ச் சுட்டிய பல் வேறு தொல்குடி
அறு நான்கு இரட்டி இளமை நல் யாண்டு
ஆறினில் கழிப்பிய அறன் நவில் கொள்கை   
மூன்று வகைக் குறித்த முத்தீச் செல்வத்து
இருபிறப்பாளர் பொழுது அறிந்து நுவல  – 
","The twice-born, who perform the six duties
without fail, respected, born to ancient, traditional
families on both sides, who spend forty eight years
of their young age on the righteous path with
principles of uttering truths, who tend three sacred
fires which is their wealth, chant.
","இருமூன்று எய்திய இயல்பு – அறுவகைப்பட்ட பார்ப்பனப் பக்கமும்.  (தொல்காப்பியம், புறத்திணையியல் 16). பொ. வே. சோமசுந்தரனார் உரை – ஓதல், ஓதுவித்தல், வேட்டல், வேட்பித்தல், ஈதல், ஏற்றல் ஆகியவை.","இரு மூன்று எய்திய – perform the 6 duties, இயல்பினின் வழாஅது – not faulting, இருவர்ச் சுட்டிய பல் வேறு தொல் குடி – born to ancient traditional families on both sides and respected, அறு நான்கு இரட்டி இளமை நல் யாண்டு ஆறினில் கழிப்பிய – spend 48 years and their youth on the path, அறன் நவில் கொள்கை – principle of uttering virtue/truth, மூன்று வகைக் குறித்த – three kinds indicated, முத்தீச் செல்வத்து – wealth is tending three fires, இரு பிறப்பாளர் பொழுது அறிந்து நுவல – the twice-born know the time and chant",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா திருவேரகம் (சுவாமிமலை)  இரு பிறப்பாளர்
","Paadaan Thinai aatrupadai Thiru Ērakam (Swamimalai) The Twice Born
"
22.0,மதுரைக் கணக்காயனார் மகனார் நக்கீரர்,"ஒன்பது கொண்ட மூன்று புரி நுண் ஞாண்
புலராக் காழகம் புலர உடீஇ
உச்சிக் கூப்பிய கையினர் தற்புகழ்ந்து
ஆறு எழுத்து அடக்கிய அருமறைக் கேள்வி
நாஇயல் மருங்கில் நவிலப் பாடி
விரை உறு நறுமலர் ஏந்தி பெரிது உவந்து
ஏரகத்து உறைதலும் உரியன் அதாஅன்று  – 
","They wear three strands with three fine threads
in each and wet clothing that dry when
worn.  They worship holding their palms above,
praising him, uttering the six-syllabled secret
name, and scatter fragrant flowers happily to the
one who resides in Ērakam.  He is not just there.
",Not available,"ஒன்பது கொண்ட – having nine, மூன்று புரி நுண் ஞாண் – three strands with three fine threads twisted together, புலராக் காழகம் – not dried clothing,  புலர உடீஇ – wear it to dry, உச்சிக் கூப்பிய கையினர் – those worshipping with their hands above,  தற்புகழ்ந்து – praising him, ஆறு எழுத்து அடக்கிய அருமறைக் கேள்வி – Vedic rituals with six letters, நா இயல் மருங்கில் நவிலப் பாடி – sing with their tongues learning well, விரைஉறு நறுமலர் ஏந்தி – throw many kinds of fragrant flowers, பெரிது உவந்து – greatly happy, ஏரகத்து உறைதலும் உரியன் – the god who resides in Ērakam, அதாஅன்று – not only there",Madurai Kanakkaayanaar son Nakkeerar,"பாடப்பட்டவன்:முருகப்பெருமான் திணை:பாடாண் துறை:ஆற்றுப்படை ஆசிரியப்பா திருவேரகம் (சுவாமிமலை)  இரு பிறப்பாளர்
","Paadaan Thinai aatrupadai Thiru Ērakam (Swamimalai) The Twice Born
"
