poem_id,poet_name,poem,translation,notes,meaning,poet_name_e,title,title_e
11.0,கணிமேதாவியார்,"கரவில் வள மலைக் கல் அருவி நாட
உர வில் வலியா ஒரு நீ இரவின்
வழிகள் தாம் சால வரஅரிய வாரல்
இழி கடா யானை எதிர்
","Oh lord of the faultless,
prosperous mountains
where waterfalls tumble
down with uproars!
You with no equal come
alone at night on harsh
paths carrying your strong
bow.
Do not come! If you come,
you will face musth-flowing,
rutting elephants.
",வரைவு கடாயது.,"கரவு இல் – faultless, வள மலைக் கல் அருவி நாட – oh man from the prosperous mountains with boulders and waterfalls, oh man from the prosperous mountains with waterfalls that are loud, உர வில் வலியா – with a strong bow, ஒரு நீ – you with no equal, இரவின் வழிகள் தாம் – the paths you come on at night (தாம் – அசை நிலை), சால வர அரிய – are very difficult ones, வாரல் – do not come, இழி கடா யானை எதிர் – there will be musth-flowing elephants coming on your way",Kani Methaaviyaar,"குறிஞ்சி தோழி தலைவனிடம் சொன்னது
","Kurinji What the heroine’s friend said to the hero
"
12.0,கணிமேதாவியார்,"வேலனார் போக மறி விடுக்க வேரியும்
பாலனார்க்கு ஈக பழியிலாள் பாலால்
கடும் புனலின் நீந்திக் கரை வைத்தாற்கு அல்லால்
நெடும் பணை போல் தோள் நேராள் நின்று
","Let the vēlan go! Free the young
goat!  Give away the liquor to
those who want it.
She will not agree to marry anyone
other than the man who swam into
the fierce flood waters where she
was caught due to her ill fate,
rescued and brought her to the shore,
thus saving her life, the faultless
young woman with arms that are like
tall bamboo.
",வெறி விலக்கத் தோழி செவிலிக்கு அறத்தொடு நின்றது.,"வேலனார் போக – let go of the Murukan priest, மறி விடுக்க – release the young goat, வேரியும் பாலனார்க்கு ஈக – give away the liquor to those who want to drink it (instead of using it as offering), பழியிலாள் – the young woman who is faultless, பாலால் – due to fate, கடும் புனலின் – in a fierce flood, நீந்திக் கரை வைத்தாற்கு அல்லால் – other than the man who brought her to the shore and saved her, நெடும் பணை போல் தோள் நேராள் நின்று – the woman with arms like tall bamboo will not agree (to marry someone else)",Kani Methaaviyaar,"குறிஞ்சி தோழி செவிலியிடம் சொன்னது
","Kurinji What the heroine’s friend said to the foster mother
"
13.0,கணிமேதாவியார்,"ஒரு வரை போல் எங்கும் பல் வரையும் சூழ்ந்த
வரு வரை உள்ள தாம் சீறூர் வரு வரையுள்
ஐவாய நாகம் புறமெல்லாம் ஆயுங்கால்
கைவாய நாகம் சேர் காடு
","Our small town is surrounded
by many mountains that are
like each another.
It is near the edge of your path
where there are five-headed
snakes. If analyzed, the forests
beyond have elephants with
trunks.
",இரவுக்குறி மறுத்தது.,"ஒரு வரை போல் – like one mountain, எங்கும் – everywhere, பல் வரையும் சூழ்ந்த – surrounded by many mountains, வரு வரை உள்ள தாம் சீறூர் – small town is near the limit of where you come, வரு வரையுள் – in the limits, ஐ வாய நாகம் – five headed snakes, புறமெல்லாம் ஆயுங்கால் – if you analyze, கை வாய நாகம் – elephants with trunks, சேர் காடு – forest with elephants",Kani Methaaviyaar,"குறிஞ்சி தோழி தலைவனிடம் சொன்னது
","Kurinji What the heroine’s friend said to the hero
"
14.0,கணிமேதாவியார்,"வருக்கை வள மலையுள் மாதரும் யானும்
இருக்கை இதண் மேலேமாகப் பருக்கைக்
கடாஅமால் யானை கடிந்தானை அல்லால்
தொடாஅவால் என் தோழி தோள்
","When my friend and I were
on the tall guard platform
in the rich mountains with
varukkai jackfruits, a man
chased away a huge, rutting
elephant with a large trunk,
and saved us.
My friend’s arms will not
touch anybody other than
him.
",தோழி செவிலிக்கு அறத்தொடு நின்றது.,"வருக்கை வள மலையுள் – in the rich mountain with varukkai jackfruits, மாதரும் யானும் இருக்கை இதண் மேலேமாக – when my friend and I were on the tall platform, பருக் கை – thick trunk, கடாஅமால் யானை கடிந்தானை அல்லால் – other than the man who chased away a musth-flowing rutting elephant (கடாஅமால் – இசைநிறை அளபெடை, ஆல் அசை நிலை), தொடாஅவால் என் தோழி தோள் – my friend’s shoulders/arms will not touch (தொடாஅவால் – இசைநிறை அளபெடை, ஆல் அசை நிலை)",Kani Methaaviyaar,"குறிஞ்சி தோழி செவிலியிடம் சொன்னது
","Kurinji What the heroine’s friend said to the foster mother
"
15.0,கணிமேதாவியார்,"வாடாத சான்றோர் வரவு எதிர் கொண்டிராய்க்
கோடாது நீர் கொடுப்பின் அல்லது கோடா
எழிலும் முலையும் இரண்டிற்கும் முந்நீர்ப்
பொழிலும் விலையாமோ போந்து
","Other than accepting the
arrival of the faultless wise,
and agreeing to a wedding
with water-pouring rites,
will the land surrounded by
the ocean be a fitting bride
price for the young woman
with these two qualities –
perfect beauty and pretty
breasts?
",தலைவன் சான்றோரை வரைவு வேண்டி விடுத்த இடத்துத் தலைவியின் தந்தைக்கும் அவள் அண்ணன்மார்க்கும் நற்றாய் (தலைவியின் தாய்) அறத்தொடு நின்றது.,"வாடாத சான்றோர் – the wise without faults, வரவு – arrival, எதிர் கொண்டிராய் – as those accepting, கோடாது – agreeing, not disagreeing, நீர் கொடுப்பின் – giving water, அல்லது – other than that, கோடா – perfect, not lacking, எழிலும் முலையும் – her beauty and her breasts, இரண்டிற்கும் – for these two, முந்நீர்ப் பொழிலும் – the land surrounded by oceans, விலையாமோ போந்து – will it be a fitting price",Kani Methaaviyaar,"குறிஞ்சி தலைவியின் தாய் சொன்னது
","Kurinji What the heroine’s mother said
"
16.0,கணிமேதாவியார்,"நாள் நாகம் நாறும் நனை குழலாள் நல்கித் தன்
பூண் ஆகம் நேர்வளவும் போகாது பூண் ஆகம்
என்றேன் இரண்டாவது உண்டோ மடல் மா மேல்
நின்றேன் மறுகிடையே நேர்ந்து
","I said, “The bone ornaments
on my chest will not leave until she
yields her breasts with jewels, and
unites with me, the young woman
donning fragrant, fresh punnai
flowers on her hair.
Is there a second option?  I appeared
on the streets, seated on my palmyra
frond horse.
",தோழி சேட்படுத்தவிடத்துத் தலைவன் தன் ஆற்றாமையால் சொல்லியது.  சேட்படுத்தல் – தலைவியை நெருங்க விடாது விலக்கல்.,"நாள் நாகம் நாறும் – fragrance of fresh punnai flowers, laurel tree, Mast wood tree, calophyllum inophyllum, நனை குழலாள் – the young woman with flowers/buds on her hair, நல்கித் தன் பூண் ஆகம் நேர்வளவும் – until she yields her breasts with ornaments and unites with me, போகாது – not leaving, பூண் ஆகம் என்றேன் – the bone ornaments on my chest, I said, இரண்டாவது உண்டோ – is there a second (choice), மடல் மா மேல் – on the palmyra madal horse, நின்றேன் – I stood, மறுகிடையே – on the streets, நேர்ந்து – happen",Kani Methaaviyaar,"குறிஞ்சி தலைவன் சொன்னது
","Kurinji What the hero said
"
17.0,கணிமேதாவியார்,"அறிகு அவளை ஐயம் இடை மடவாய் ஆயச்
சிறிதவள் செல்வாள் இறுமென்றஞ்சிச் சிறிதவள்
நல்கும்வாய் காணாது நைந்துருகி என் நெஞ்சம்
ஒல்கும்வாய் ஒல்கல் உறும்
","Oh young woman! I know
her well, the woman
with a delicate waist that
casts doubt of its existence.
My heart worries whether
it will break and fall when she
walks slowly, and not seeing
the little graces that she offers
me, it follows her, crushed
and ruined with sorrow.
",தான் தலைவியை அறிந்தவகையை எடுத்துக் கூறினான்.,"அறிகு அவளை – I know her well (அறிகு – தன்மை ஒருமை வினைமுற்று), ஐயம் – doubting, இடை – waist, மடவாய் – oh young woman, oh naïve woman, ஆயச் சிறிது அவள் செல்வாள் – if she walks slowly with sorrow, இறுமென்று அஞ்சி – fearing that it will drop down, சிறிது அவள் நல்கும்வாய் – little graces she offers, காணாது – not seeing, நைந்துருகி என் நெஞ்சம் – my heart is crushed and it melts, ஒல்கும்வாய் – when walking slowly, ஒல்கல் உறும் – it follows",Kani Methaaviyaar,"குறிஞ்சி தலைவன் தோழியிடம் சொன்னது
","Kurinji What the hero said to the heroine’s friend
"
18.0,கணிமேதாவியார்,"என்னாங் கொல் ஈடில் இள வேங்கை நாள் உரைப்பப்
பொன்னாம் போர் வேலவர் தாம் புரிந்தது என்னே
மருவி ஆம் மாலை மலை நாடன் கேண்மை
இருவியாம் ஏனல் இனி
","What is happening here?
The young vēngai trees with
no match, have announced
the day of harvest.
Her brothers and father who
love battles and carry spears,
desire gold as bride price.
What will happen to the loving
friendship with the agreeable
man from the mountains,
since millet will turn to stubble
now?
",இற்செறிப்பு அறிவுறுத்தி வரைவு கடாயது.,"என்னாங் கொல் – what is this, ஈடு இல் – with no match, இள வேங்கை நாள் உரைப்ப – this young kino tree announces the day (to harvest), Pterocarpus marsupium, பொன்னாம் – it is gold, போர் வேலவர் – battle loving brothers and father with spears, தாம் புரிந்தது என்னே – what they desired (தாம் – அசை நிலை), மருவி – embracing, uniting, ஆம் மாலை – agreeable nature, மலை நாடன் – man from the mountains, கேண்மை – friendship, இருவியாம் ஏனல் இனி – now millet will become stubble (after harvest)",Kani Methaaviyaar,"குறிஞ்சி தோழி சொன்னது  சிறைப்புறத்தானாகிய தலைவன் கேட்கும்படி
","Kurinji What the heroine’s friend said  as the hero listened nearby
"
19.0,கணிமேதாவியார்,"பால் ஒத்த வெள்ளருவி பாய்ந்து ஆடிப் பல் பூப் பெய்
தாலொத்த ஐவனம் காப்பாள் கண் வேல் ஒத்து என்
நெஞ்சம்வாய்ப் புக்கு ஒழிவு காண்பானோ காண்கொடா
அஞ்சாயற்கே நோவல் யான்
","Are the spear-like eyes,
that entered my heart, staying there,
not wanting to ruin my life?
I am hurting not able to see her
beautiful body.
",தன் ஆற்றாமையை மிகுதியை உரைத்தது.,"பால் ஒத்த வெள்ளருவி – white waterfalls that resemble milk, பாய்ந்து ஆடி – jumping and playing, பல் பூப் பெய் தாலொத்த ஐவனம் காப்பாள் – she protects the mountain rice that is like the many spread flowers on the mountain, கண் வேல் ஒத்து – her eyes are like spears, என் நெஞ்சம்வாய் – into my heart, புக்கு – they entered, ஒழிவு காண்பானோ – will it see ruin, காண்கொடா – unable to see, அம் சாயற்கே – for her pretty body, நோவல் யான் – I am hurting",Kani Methaaviyaar,"குறிஞ்சி தலைவன் தோழியிடம் சொன்னது
","Kurinji What the hero said to the heroine’s friend
"
20.0,கணிமேதாவியார்,"நாள் வேங்கை பொன் விளையும் நன் மலை நன்னாட
கோள் வேங்கை போல் கொடியார் என் ஐயன்மார் கோள் வேங்கை
அன்னையால் நீயும் அருந்தழையாம் ஏலாமைக்கு
என்னையோ நாளை எளிது
","Oh man from the fine country
with splendid mountains on
which vēngai trees have put out
gold colored blossoms!
Our brothers are cruel like
murderous tigers.  You are also
like a murderous tiger.  Is there
another reason for not accepting
your precious leaf garment?
Come tomorrow.  It will be easy then.
",கையுறை மறுத்தல்.  கையுறை – தலைவியின் கையில் சேர்க்கும் பரிசு.,"நாள் வேங்கை – fresh vēngai flowers, Pterocarpus marsupium, பொன் விளையும் – blossom like gold, நன் மலை நன்னாட – oh man from the fine country with splendid mountains, கோள் வேங்கை போல் – like murderous tigers, like tigers that seize, கொடியார் என் ஐயன்மார் – our brothers are cruel men, கோள் வேங்கை அன்னையால் நீயும் – since you are also like a killer tiger (அன்னையால் – ஆல் அசை நிலை), அருந் தழையாம் ஏலாமைக்கு என்னையோ – is there a reason for not accepting the precious leaf garment you have brought as a gift, நாளை எளிது – it is easy if it is tomorrow",Kani Methaaviyaar,"குறிஞ்சி தோழி தலைவனிடம் சொன்னது
","Kurinji What the heroine’s friend said to the hero
"
21.0,கணிமேதாவியார்,"பொன் மெலியும் மேனியாள் பூஞ் சுணங்கு மென் முலைகள்
என் மெலிய வீங்கினவே பாவமென்று என் மெலிவிற்கு
அண் கண்ணி வாடாமையால் நல்ல என்று ஆற்றான்
உண் கண்ணி வாடாள் உடன்று
","The delicate breasts with pretty
pallor spots, of the young woman
whose body is brighter than gold,
have swollen, causing me worry.
The young woman with kohl-rimmed
eyes will accept the fresh, short strands
of leaves without any discord, since
they are good.
",கையுறையை ஏற்றுக்கொள்வாள் தலைவி எனக் கூறியது.,"பொன் மெலியும் மேனியாள் – the woman with a body that is brighter than gold, மென் முலைகள் – delicate breasts, என் – why, மெலிய – to worry, வீங்கினவே – they are swollen, பாவமென்று – out of pity, என் மெலிவிற்கு – for my sorrow, அண் கண்ணி – short leaf strands (அண் – அண்மை – குறுமை), வாடாமையால் – since they have not faded, since they are fresh, நல்ல என்று ஆற்றான் – accept since it is good, உண் கண்ணி – the young woman with kohl-decorated eyes, வாடாள் – she will not be upset, உடன்று – differing",Kani Methaaviyaar,"குறிஞ்சி தோழி தலைவனிடம் சொன்னது
","Kurinji What the heroine’s friend said to the hero
"
22.0,கணிமேதாவியார்,"கொல் யானை வெண் மருப்பும் கொல் வல் புலி அதளும்
நல் யானை நின் ஐயர் கூட்டுண்டு செல்வர் தாம்
ஓர் அம்பினான் எய்து போக்குவர் யான் போகாமல்
ஈர் அம்பினால் எய்தாய் இன்று
","Your brothers, strong like
fine elephants, take tributes
of white tusks of killer elephants
and hides of tigers that are
capable of killing.
With one arrow, they chase away
those who come to their field.
With both your eyes as arrows,
you attack me today, and yet I am
here without leaving.
",பகற்குறியின்கண் வந்த தலைவன் தன் ஆற்றாமை உரைத்தது.,"கொல் யானை வெண் மருப்பும் – white tusks of murderous elephants,, கொல் வல் புலி அதளும் – also the skins of tigers capable of killing, நல் யானை – fine elephants, நின் ஐயர் – your brothers, கூட்டுண்டு செல்வர் – they go taking them as tributes, தாம் – அசை நிலை, ஓர் அம்பினான் – with one arrow, எய்து போக்குவர் – they chase away, யான் – me, போகாமல் – without leaving, ஈர் அம்பினால் எய்தாய் இன்று – even when attacked by two arrows (both eyes) today",Kani Methaaviyaar,"குறிஞ்சி தலைவன் தலைவியிடம் சொன்னது
","Kurinji What the hero said to the heroine
"
23.0,கணிமேதாவியார்,"பெருமலை தாம் நாடித் தேன் துய்த்துப் பேணாது
அருமலை மாய்க்கும் அவர் தங்கை திரு முலைக்கு
நாண் அழிந்து நல்ல நலன் அழிந்து நைந்துருகி
ஏண் அழிதற்கு யாமே இனம்
","Loving the pretty breasts
of the sister of men who kill
elephants that come to their
huge mountains to drink
honey, and not caring,
I have become like this.  My
dignity is ruined, my fine
intelligence is destroyed, and
my strengths have been lost.
",தன் வலிமை அழிந்தது என உரைத்தது.,"பெருமலை தாம் நாடி – going to the huge mountains, தேன் துய்த்து – drinking honey, பேணாது – not caring, அருமலை – harsh mountain-like elephants, மாய்க்கும் – ruining, அவர் தங்கை – their sister, திரு முலைக்கு – for her beautiful breasts, நாண் அழிந்து – shyness ruined, நல்ல நலன் அழிந்து – fine intelligence ruined, நைந்துருகி – ruined and wasted, ஏண் அழிதற்கு – for strengths to be ruined, யாமே இனம் – I have become such (யாமே – தன்மைப் பன்மை)",Kani Methaaviyaar,"குறிஞ்சி தலைவன் தலைவியிடம் அல்லது தோழியிடம் சொன்னது
","Kurinji What the hero said to the heroine or what he said to her friend
"
