poem_id,poet_name,poem,translation,notes,meaning,poet_name_e,title
11.0,மதுரைக் கண்ணங்கூத்தனார்,"புணர்தரு செல்வம் தருபாக்குச் சென்றார்,
வணர் ஒலி ஐம்பாலாய், வல் வருதல் கூறும்,
அணர்த்து எழு பாம்பின் தலை போல், புணர் கோடல்
பூங்குலை ஈன்ற புறவு.
","Mullai What the heroine’s friend said to her
My friend with wavy, thick hair
with a five-part braid!
The clusters of kōdal flowers in
the forest, appearing like lifted
hoods of snakes,
announce strongly the return of
your man who left on a quest for
fitting wealth.
","  தோழி பருவங்காட்டித் தலைவியை வற்புறுத்தியது.  அகநானூறு 154 – வெஞ்சின அரவின் பை அணந்தன்ன தண்கமழ் கோடல் தாது பிணி அவிழ.
","புணர்தரு – fitting/for this and next birth, செல்வம் தருபாக்குச் சென்றார் – the man who went to earn fitting wealth, வணர் ஒலி ஐம்பாலாய் – oh one with wavy thick five part braid or five kinds of braids, வல் வருதல் கூறும் – it announces well his arrival, அணர்த்து – looking up, எழு பாம்பின் தலை போல் – like the raised heads of snakes, புணர் – together, கோடல் பூங்குலை – clusters of glory lily blossoms, ஈன்ற புறவு – yielded by the forest
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
12.0,மதுரைக் கண்ணங்கூத்தனார்,"மை எழில் உண்கண் மயில் அன்ன சாயலாய்
ஐயம் தீர் காட்சி அவர் வருதல் திண்ணிதாம்
நெய் அணி குஞ்சரம் போல இரும் கொண்மூ
வைகலும் ஏரும் வலம்
","Mullai What the heroine’s friend said to her
Oh friend with dark, pretty eyes
decorated with kohl, and delicate
nature of a peacock!
It is certain that he will return soon.
There is no doubt.
The dark rain clouds move around
with strength every day,
resembling elephants smeared with oil.
","  தோழி பருவங்காட்டித் தலைவியை வற்புறுத்தியது.
","மை எழில் உண்கண் – dark pretty eyes with kohl (கண் மை), மயில் அன்ன சாயலாய் – oh one with the looks of peacocks, ஐயம் தீர் காட்சி – situation with clarity/without doubt, அவர் வருதல் திண்ணிதாம் – it is certain that he will come, நெய் அணி குஞ்சரம் போல – like elephants smeared with oil/ghee, இரும் கொண்மூ – dark clouds, வைகலும் – daily, ஏரும் வலம் – go around with strength
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
13.0,மதுரைக் கண்ணங்கூத்தனார்,"ஏந்து எழில் அல்குலாய், ஏம் ஆர்ந்த காதலர்,
கூந்தல் வனப்பின் பெயல் தாழ, வேந்தர்
களிறு எறிவாள் அரவம் போலக், கண் வெளவி
ஒளிறுபு மின்னும் மழை.
","Mullai What the heroine’s friend said to her
My friend with lifted,
pretty loins!
Rain comes down like the
beautiful hair of women
who make love,
and eye-blinding, flashing
lightning streaks appear
with roars that resemble
the sounds of swords that
chop the elephants of kings.
","  தோழி பருவங்காட்டித் தலைவியை வற்புறுத்தியது.
","ஏந்து எழில் அல்குலாய் – oh one with lifted pretty loins, ஏம் ஆர்ந்த காதலர் – lovers who enjoy, கூந்தல் வனப்பின் – like the beauty of hair, பெயல் தாழ – rain falls, வேந்தர் களிறு எறிவாள் அரவம் போல – like the sounds of swords chopping the bull elephants of kings, கண் வெளவி – blinds the eyes/seizing the eyes, ஒளிறுபு மின்னும் மழை – rain falls with lightning
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
14.0,மதுரைக் கண்ணங்கூத்தனார்,"செல்வம் தரல் வேண்டிச் சென்ற நம் காதலர்,
வல்லே வருதல், தெளிந்தாம் வயங்கிழாய்,
முல்லை இலங்கு எயிறு ஈன, நறுந்தண் கார்
மெல்ல இனிய நகும்.
","Mullai What the heroine’s friend said to her
Oh friend with lustrous
jewels!
Your lover who went to
earn wealth will be back
soon.  Be comforted!
The fine, cool clouds flash
delicate lightning sweetly
for mullai vines to put out
buds that appear like the
bright teeth of women.
","  தோழி பருவங்காட்டித் தலைவியை வற்புறுத்தியது.  அகநானூறு 21 – மௌவல் வால் முகைத் துணை நிரைத்தன்ன மா வீழ் வெண்பல், அகநானூறு 162 – முகை நிரைத்தன்ன மா வீழ் வெண்பல், கலித்தொகை 14 – மௌவல் முகை அன்ன மா வீழ் வார் நிரை வெண்பல், கலித்தொகை 22 – நறு முல்லை நேர் முகை ஒப்ப நிரைத்த செறி முறை பாராட்டினாய் மற்று எம் பல்லின், கலித்தொகை 31 – முகை வெண்பல், கலித்தொகை 103 – முல்லை முகையும், ஐந்திணை ஐம்பது 3 – முல்லை முகை வென்ற பல்லினாய், கைந்நிலை 25 – கார் செய் புறவில் கவினிக் கொடி முல்லை கூர் எயிறு ஈன.
","செல்வம் தரல் வேண்டி – to bring back wealth, to earn wealth, சென்ற நம் காதலர் – your lover who went, வல்லே வருதல் – will be coming soon, தெளிந்தாம் – be comforted, வயங்கிழாய் – oh one with bright jewels, முல்லை இலங்கு எயிறு ஈன – jasmine vines have yielded shiny teeth-like buds, நறுந்தண் கார் – fragrant cool rainy season, மெல்ல – gently, இனிய – sweetly, நகும் – put out brightness, put out lightning flashes
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
15.0,மதுரைக் கண்ணங்கூத்தனார்,"திருந்திழாய்! காதலர் தீர்குவர் அல்லர்,
குருந்தின் குவி இணர் உள் உறை ஆகத்,
திருந்து இன் இளி வண்டு பாட, இருந்தும்பி
இன் குழல் ஊதும் பொழுது.
","Mullai What the heroine’s friend said to her
Oh friend with perfect jewels!
Your lover is not one to stay away
from you at this time, when bees
residing inside the pointed
kuruntham flower clusters buzz in
sweet ili tune, and dark thumpis
hum like the music of sweet flutes.
","  தோழி பருவங்காட்டித் தலைவியை வற்புறுத்தியது.
","திருந்து இழாய் – oh one with perfect jewels, காதலர் தீர்குவர் அல்லர் – your lover will not stay away from you, குருந்தின் குவி இணர் – pointed clusters of kuruntham flowers, உள் உறை ஆக – residing inside, திருந்து இன் இளி வண்டு பாட- as bees sing perfect ili melody, இருந்தும்பி – dark/huge thumpi bees, இன் குழல் ஊதும் பொழுது – when they sing like sweet flutes
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
16.0,மதுரைக் கண்ணங்கூத்தனார்,"கருங்குயில் கையற, மா மயில் ஆல,
பெருங்கலி வானம் உரறும், பெருந்தோள்,
செயலை இளந் தளிர் அன்ன நின் மேனிப்
பயலை பழங்கண் கொள.
","Mullai What the heroine’s friend said to her
Oh friend with wide shoulders!
The rainy season has arrived with
uproars and rumbles in the vast sky.
Black cuckoos are helpless, and pretty
peacocks dance.
The pallor on your body, resembling
tender asoka sprouts, will pale.
","  தோழி பருவங்காட்டித் தலைவியை வற்புறுத்தியது.
","கருங்குயில் கையற – black cuckoos are helpless (and do not sing), மா மயில் ஆல – pretty/large/dark peacocks dance, பெருங்கலி வானம் உரறும் – the huge uproarious sky roars, பெருந்தோள் – one with large arms, one with wide shoulders, செயலை இளந் தளிர் அன்ன நின் மேனி – your body like tender sprouts of asoka trees, பயலை – pallor, பழங்கண் கொள – will become pale
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
17.0,மதுரைக் கண்ணங்கூத்தனார்,"அறைக் கல் இறு வரை மேல் பாம்பு சவட்டி
பறைக் குரல் ஏறொடு பெளவம் பருகி
உறைத்து இருள் கூர்ந்தன்று வானம் பிறைத் தகை
கொண்டன்று பேதை நுதல்
","Mullai What the heroine’s friend said to her
Drinking water from the ocean,
the clouds in the dark sky pour
rain along with thunder strikes,
sounding like parai drums,
traumatizing snakes.
Oh young woman!  Your forehead
has attained the beauty of the
crescent moon.
","  தோழி பருவங்காட்டித் தலைவியை வற்புறுத்தியது.
","அறைக் கல் இறு வரை மேல் – on the mountain ranges with boulders, பாம்பு சவட்டி – traumatize the snakes, பறைக் குரல் ஏறொடு – with thunder sounding like parai drums, பெளவம் பருகி – drank from the ocean, உறைத்து இருள் கூர்ந்தன்று வானம் – the sky poured down and became dark, பிறைத் தகை கொண்டன்று – has attained the beauty of a crescent moon, பேதை – oh young woman, நுதல் – forehead
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
18.0,மதுரைக் கண்ணங்கூத்தனார்,"கல் பயில் கானம் கடந்தார் வர ஆங்கே
நல் இசை ஏறொடு வானம் நடு நிற்ப
செல்வர் மனம் போல் கவின் ஈன்ற நல்கூர்ந்தார்
மேனி போல் புல்லென்ற காடு
","Mullai What the heroine’s friend said to her
Your lover who went past the
forest with hills is returning.
Fine, loud thunder roars,
and clouds stand still and pour
rain.
The forest which was dull like
the body of a poor person has
acquired beauty like the mind
of a rich person.
","  தோழி பருவங்காட்டித் தலைவியை வற்புறுத்தியது.
","கல் பயில் கானம் – forest with mountains/hills, forest with rocks, கடந்தார் – one who passed, வர – to come, ஆங்கே – there, நல் இசை ஏறொடு – with fine loud thunder, வானம் – clouds, நடு நிற்ப – stood and poured, செல்வர் மனம் போல் – like the mind of rich persons, கவின் ஈன்ற – yielded beauty, நல்கூர்ந்தார் மேனி போல் புல்லென்ற காடு – the forest which was dull like the body of a suffering person
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
19.0,மதுரைக் கண்ணங்கூத்தனார்,"நாஞ்சில் வலவன் நிறம் போலப் பூஞ்சினைச்
செங்கால் மராஅம் தகைந்தன, பைங்கோல்
தொடி பொலி முன் கையாள் தோள் துணையா வேண்டி
நெடு இடைச் சென்றது என் நெஞ்சு
","Mullai What the hero said to the charioteer
Kadampam trees
are flourishing,
their branches filled
with white flowers,
the color of Balaraman,
victorious with his plow.
My heart went on the
long path, to be a partner
to the arms of the woman
wearing new, rounded
bangles on her splendid
forearms.
","  வினைமுற்றிய தலைமகன் தேர்ப்பாகனிடம் சொல்லியது.
","நாஞ்சில் வலவன் நிறம் போல – like the color of Balaraman who won with his plow, பூஞ்சினை – flowering branches, செங்கால் மராஅம் – red-trunked kadampam trees, தகைந்தன – are flourishing, பைங்கோல் தொடி – new rounded bangles, பொலி – splendid, முன் கையாள் – one wearing on her forearms, தோள் துணையா வேண்டி – wanting to be partner to her arms/shoulders, நெடு இடைச் சென்றது – went on the long path, என் நெஞ்சு – my heart
",Madhurai Kootanaar,"முல்லை தலைவன் தேர்ப்பாகனிடம் சொன்னது
"
20.0,மதுரைக் கண்ணங்கூத்தனார்,"வீறு சால் வேந்தன் வினையும் முடிந்தன,
ஆறும் பதம் இனிய ஆயின, ஏறொடு
அரு மணி நாகம் அனுங்க, செரு மன்னர்
சேனை போல் செல்லும் மழை.
","Mullai What the hero said to the charioteer
The work of the splendid
king has ended, the path
has become sweet, and
thunder distresses snakes
bearing precious gems.
Rain clouds are moving
like the armies of warring
kings.
","  வினைமுற்றிய தலைமகன் தேர்ப்பாகனிடம் சொல்லியது.  There is a Sangam convention that thunder ruins and kills snakes. Akanānūru 92, 119, 182, 202, 274, 323, 328, Kalithokai 113, Kurunthokai 158, 190, 268, 391 and Natrinai 37, 51, 114, 129, 144, 238, 255, 264, 347, 383, Puranānūru 17, 58, 126, 211, 366 and 369 have similar descriptions of thunder ruining or killing snakes.  Puranānūru 294, Akanānūru 72, 92, 138, 192, 372, Kurunthokai 239 and Natrinai 255, have references to snakes spitting gems.
","வீறு சால் வேந்தன் – Excellent/splendid king, வினையும் முடிந்தன – the work has ended, ஆறும் பதம் இனிய ஆயின – the path has become sweet, ஏறொடு – due to thunder, அரு மணி நாகம் அனுங்க – snakes with precious gems are distressed, செரு மன்னர் சேனை போல் like armies of warring kings, செல்லும் மழை – rain clouds are moving
",Madhurai Kootanaar,"முல்லை தலைவன் தேர்ப்பாகனிடம் சொன்னது
"
21.0,மதுரைக் கண்ணங்கூத்தனார்,"பொறி மாண் புனை திண் தேர் போந்த வழியே
சிறு முல்லைப் போது எல்லாம், செவ்வி நறு நுதல்,
செல்வ மழைத் தடங் கண் சில் மொழி, பேதை வாய்
முள் எயிறு ஏய்ப்ப, வடிந்து.
","Mullai What the hero said to the charioteer
On the riding path of the sturdy,
well adorned chariot with
implements,
there are buds of tiny mullai flowers,
appearing like the sharp teeth of the
naïve woman of few words, with perfect,
fragrant brow, and beautiful, large eyes
that are moist like the prosperous rain.
","  வினைமுற்றிய தலைமகன் தேர்ப்பாகனிடம் சொல்லியது.  அகநானூறு 21 – மௌவல் வால் முகைத் துணை நிரைத்தன்ன மா வீழ் வெண்பல், அகநானூறு 162 – முகை நிரைத்தன்ன மா வீழ் வெண்பல், கலித்தொகை 14 – மௌவல் முகை அன்ன மா வீழ் வார் நிரை வெண்பல், கலித்தொகை 22 – நறு முல்லை நேர் முகை ஒப்ப நிரைத்த செறி முறை பாராட்டினாய் மற்று எம் பல்லின், கலித்தொகை 31 – முகை வெண்பல், கலித்தொகை 103 – முல்லை முகையும், ஐந்திணை ஐம்பது 3 – முல்லை முகை வென்ற பல்லினாய்.
","பொறி – gadgets, implements, மாண் புனை – well decorated, திண் தேர் – sturdy chariot, போந்த வழியே – the way on which it rides, சிறு முல்லைப் போது எல்லாம் – all the buds of tiny jasmine, செவ்வி நறு நுதல் – perfect fragrant forehead, செல்வ மழை – prosperous/rich rain, abundant clouds, தடங் கண் – large eyes, சில் மொழி – few words, பேதை – young woman, வாய் முள் எயிறு ஏய்ப்ப – like sharp teeth in her mouth, வடிந்து – shaped
",Madhurai Kootanaar,"முல்லை தலைவன் தேர்ப்பாகனிடம் சொன்னது
"
22.0,மதுரைக் கண்ணங்கூத்தனார்,"இளையரும் ஈரங்கட்டு அயர, உளை அணிந்து
புல் உண் கலி மாவும் பூட்டிய நல்லார்
இள நலம் போலக், கவினி வளம் உடையார்
ஆக்கம் போல் பூத்தன காடு.
","Mullai What the hero said to the charioteer
The young attendants have
worn clothes suitable for
the rainy season.
Grass-eating, proud horses
with manes, appearing like
the youthful beauty of women,
are hitched to the chariot, and
the forest has blossomed like
the prosperity of the rich.
","  வினைமுற்றிய தலைமகன் தேர்ப்பாகனிடம் சொல்லியது.
","இளையரும் – the young servants/attendants, ஈரங்கட்டு அயர – wear clothes for the wet season, உளை அணிந்து – wearing manes, புல் உண் கலி மாவும் – proud horses that eat grass, பூட்டிய – tied, hitched, நல்லார் இள நலம் போல – like the youthful beauty of women, கவினி – beautiful, வளம் உடையார் ஆக்கம் போல் – like the prosperity of the rich, பூத்தன காடு – the forest has bloomed
",Madhurai Kootanaar,"முல்லை தலைவன் தேர்ப்பாகனிடம் சொன்னது
"
23.0,மதுரைக் கண்ணங்கூத்தனார்,"கண் திறள் முத்தம் கடுப்பப் புறவு எல்லாம்
தண் துளி ஆலி புரள, புயல் கான்று
கொண்டு எழில் வானமும் கொண்டன்று ,எவன் கொலோ,
ஒண்டொடி, ஊடும் நிலை?
","Mullai What the heroine’s friend said to her
Oh friend with bright bangles!
Why this sulking, when cool
hail has dropped all over the
forest looking like huge pearls,
clouds have shed rain, and the
sky is beautiful?
","  தோழி தலைவிக்குப் பருவங்காட்டி வற்புறுத்தியது.
","கண் திறள் முத்தம் கடுப்ப – like big pearls, புறவு எல்லாம் – in all the forest, தண் துளி ஆலி புரள – cool drops of hail has fallen, புயல் கான்று கொண்டு – clouds drop rain, எழில் வானமும் கொண்டன்று – the sky has become beautiful, எவன் கொலோ – why, ஒண்டொடி – oh one with bright bangles (அன்மொழித்தொகை), ஊடும் நிலை – sulking situation
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
24.0,மதுரைக் கண்ணங்கூத்தனார்,"எல்லா வினையும் கிடப்ப, எழு நெஞ்சே,
கல் ஓங்கு கானம் களிற்றின் மதம் நாறும்
பல் இருங் கூந்தல் பணி நோனாள் கார் வானம்
மெல்லவும் தோன்றும் பெயல்
","Mullai What the hero said to his heart
Let all the work remain undone!
Wake up oh heart!
The forest with lofty mountains
smells like the musth of elephants.
The woman with thick, dark hair
will not tolerate my humble words.
Rain falls delicately from the dark sky.
","  வினைமுற்றிய தலைமகன் தன் நெஞ்சிடம் கூறியது.
","எல்லா வினையும் கிடப்ப – let all the work stay, எழு நெஞ்சே – wake up my heart, கல் ஓங்கு கானம் – the forest with lofty mountains, களிற்றின் மதம் நாறும் – smells like the musth of male elephants, பல் இருங் கூந்தல் – thick dark hair, பணி நோனாள் – will not tolerate our humble words, கார் வானம் – dark sky, rainy season’s sky, மெல்லவும் தோன்றும் பெயல் – rain arrives delicately/slowly
",Madhurai Kootanaar,"முல்லை தலைவன் தன் நெஞ்சிடம் சொல்லியது
"
